image,name,author,format,book_depository_stars,price,currency,old_price,isbn,category,img_paths
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4197/9781419713101.jpg,In My Heart:A Book of Feelings,Jo Witek,Hardback,4.5,10.61,$,16.0,9781419713101,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000007.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141014081.jpg,The Complete MAUS,Art Spiegelman,Paperback,4.5,17.61,$,21.1,9780141014081,Graphic-Novels-Anime-Manga,dataset/Graphic-Novels-Anime-Manga/0000008.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3407/9780340733509.jpg,The Power of Now,Eckhart Tolle,Paperback,4.0,8.2,$,13.9,9780340733509,Health,dataset/Health/0000001.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4391/9781439199190.jpg,How to Win Friends and Influence People,Dale Carnegie,Paperback,4.0,8.3,$,9.5,9781439199190,Health,dataset/Health/0000002.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0995/9780099511021.jpg,Educated,Tara Westover,Paperback,4.5,9.61,$,11.5,9780099511021,Health,dataset/Health/0000003.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7847/9781784701994.jpg,When Breath Becomes Air,Paul Kalanithi,Paperback,4.5,9.05,$,11.5,9781784701994,Health,dataset/Health/0000004.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8452/9781845298258.jpg,The Happiness Trap,Russ Harris,Paperback,4.0,8.34,$,13.9,9781845298258,Health,dataset/Health/0000005.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4088/9781408878729.jpg,Lost Connections,Johann Hari,Paperback,4.5,8.53,$,11.5,9781408878729,Health,dataset/Health/0000006.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141978611.jpg,The Body Keeps the Score,Bessel van der Kolk,Paperback,4.5,10.99,$,13.9,9780141978611,Health,dataset/Health/0000007.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7181/9780718154776.jpg,Jamie's 30-Minute Meals,Jamie Oliver,Hardback,4.0,27.39,$,31.5,9780718154776,Health,dataset/Health/0000008.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0995/9780099590088.jpg,Sapiens,Yuval Noah Harari,Paperback,4.5,12.98,$,,9780099590088,History-Archaeology,dataset/History-Archaeology/0000001.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141986005.jpg,Good Night Stories for Rebel Girls,Elena Favilli,Hardback,4.5,20.86,$,24.0,9780141986005,History-Archaeology,dataset/History-Archaeology/0000002.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241334140.jpg,Becoming,Michelle Obama,Hardback,4.5,24.21,$,26.0,9780241334140,History-Archaeology,dataset/History-Archaeology/0000003.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2419/9780241958223.jpg,Start With Why,Simon Sinek,Paperback,4.0,8.9,$,12.4,9780241958223,History-Archaeology,dataset/History-Archaeology/0000004.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8460/9781846041242.jpg,Man's Search For Meaning,Viktor E. Frankl,Paperback,4.5,9.66,$,,9781846041242,History-Archaeology,dataset/History-Archaeology/0000005.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7847/9781784703936.jpg,Homo Deus,Yuval Noah Harari,Paperback,4.5,12.9,$,,9781784703936,History-Archaeology,dataset/History-Archaeology/0000006.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7873/9781787330870.jpg,21 Lessons for the 21st Century,Yuval Noah Harari,Paperback,4.0,19.07,$,19.1,9781787330870,History-Archaeology,dataset/History-Archaeology/0000007.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9978/9780997895827.jpg,Goodnight Stories for Rebel Girls 2,Elena Favilli,Hardback,4.5,21.15,$,30.9,9780997895827,History-Archaeology,dataset/History-Archaeology/0000008.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6077/9781607747307.jpg,The Life-Changing Magic of Tidying Up,Marie Kondo,Hardback,4.0,13.55,$,21.6,9781607747307,Home-Garden,dataset/Home-Garden/0000001.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2412/9780241283912.jpg,The Little Book of Hygge,Meik Wiking,Hardback,3.5,11.61,$,11.99,9780241283912,Home-Garden,dataset/Home-Garden/0000002.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141039411.jpg,A New Earth,Eckhart Tolle,Paperback,4.0,9.72,$,11.4,9780141039411,Home-Garden,dataset/Home-Garden/0000003.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4019/9781401948320.jpg,Medical Medium Life-Changing Foods,Anthony William,Hardback,4.5,20.3,$,27.5,9781401948320,Home-Garden,dataset/Home-Garden/0000004.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241399750.jpg,Hinch Yourself Happy,Mrs Hinch,Hardback,4.0,13.67,$,16.0,9780241399750,Home-Garden,dataset/Home-Garden/0000005.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9359/9781935952503.jpg,The Complete Guide to Yin Yoga,Bernie Clark,Paperback,4.5,14.75,$,14.99,9781935952503,Home-Garden,dataset/Home-Garden/0000006.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8052/9780805210316.jpg,Light on Yoga,B. K. S. Iyengar,Paperback,4.5,18.4,$,26.5,9780805210316,Home-Garden,dataset/Home-Garden/0000007.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7624/9780762459452.jpg,Harry Potter: Collectible Quidditch Set,Running Press,Paperback,5.0,18.32,$,22.99,9780762459452,Home-Garden,dataset/Home-Garden/0000008.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5098/9781509858637.jpg,This is Going to Hurt,Adam Kay,Paperback,4.5,7.6,$,11.4,9781509858637,Humour,dataset/Humour/0000001.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4447/9781444775815.jpg,A Man Called Ove,Fredrik Backman,Paperback,4.5,9.56,$,11.4,9781444775815,Humour,dataset/Humour/0000002.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473635302.jpg,Born A Crime,Trevor Noah,Paperback,4.5,8.3,$,12.4,9781473635302,Humour,dataset/Humour/0000003.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141976143.jpg,Wreck This Journal,Keri Smith,Paperback,4.0,9.59,$,12.9,9780141976143,Humour,dataset/Humour/0000004.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7842/9781784298463.jpg,The Life-Changing Magic of Not Giving a F**k,Sarah Knight,Hardback,3.5,11.11,$,18.0,9781784298463,Humour,dataset/Humour/0000005.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8485/9781848549562.jpg,What If?,Randall Munroe,Paperback,4.0,10.62,$,12.4,9781848549562,Humour,dataset/Humour/0000006.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8473/9781847399304.jpg,The Bro Code,Barney Stinson,Paperback,3.5,7.52,$,10.3,9781847399304,Humour,dataset/Humour/0000007.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8578/9780857862655.jpg,Go the F**k to Sleep,Adam Mansbach,Hardback,4.5,10.38,$,13.9,9780857862655,Humour,dataset/Humour/0000008.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5098/9781509858637.jpg,This is Going to Hurt,Adam Kay,Paperback,4.5,7.6,$,11.4,9781509858637,Medical,dataset/Medical/0000001.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141033570.jpg,"Thinking, Fast and Slow",Daniel Kahneman,Paperback,4.0,11.5,$,15.0,9780141033570,Medical,dataset/Medical/0000002.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7847/9781784701994.jpg,When Breath Becomes Air,Paul Kalanithi,Paperback,4.5,9.05,$,11.5,9781784701994,Medical,dataset/Medical/0000003.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8452/9781845298258.jpg,The Happiness Trap,Russ Harris,Paperback,4.0,8.34,$,13.9,9781845298258,Medical,dataset/Medical/0000004.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8460/9781846041242.jpg,Man's Search For Meaning,Viktor E. Frankl,Paperback,4.5,9.66,$,,9781846041242,Medical,dataset/Medical/0000005.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3305/9780330523622.jpg,The Man Who Mistook His Wife for a Hat,Oliver Sacks,Paperback,4.0,5.92,$,14.8,9780330523622,Medical,dataset/Medical/0000006.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7807/9781780722405.jpg,The 8-week Blood Sugar Diet,Michael Mosley,Paperback,4.0,8.85,$,11.3,9781780722405,Medical,dataset/Medical/0000007.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7807/9781780723044.jpg,The Clever Guts Diet,Michael Mosley,Paperback,4.0,8.92,$,11.3,9781780723044,Medical,dataset/Medical/0000008.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4494/9781449474256.jpg,Milk and Honey,Rupi Kaur,Paperback,4.0,8.18,$,15.0,9781449474256,Mind-Body-Spirit,dataset/Mind-Body-Spirit/0000001.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3407/9780340733509.jpg,The Power of Now,Eckhart Tolle,Paperback,4.0,8.2,$,13.9,9780340733509,Mind-Body-Spirit,dataset/Mind-Body-Spirit/0000002.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8452/9781845298258.jpg,The Happiness Trap,Russ Harris,Paperback,4.0,8.34,$,13.9,9781845298258,Mind-Body-Spirit,dataset/Mind-Body-Spirit/0000003.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5928/9781592858491.jpg,"Gifts Of Imperfection, The:",Brene Brown,Paperback,4.0,11.8,$,14.9,9781592858491,Mind-Body-Spirit,dataset/Mind-Body-Spirit/0000004.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8460/9781846041242.jpg,Man's Search For Meaning,Viktor E. Frankl,Paperback,4.5,9.66,$,,9781846041242,Mind-Body-Spirit,dataset/Mind-Body-Spirit/0000005.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141978611.jpg,The Body Keeps the Score,Bessel van der Kolk,Paperback,4.5,10.99,$,13.9,9780141978611,Mind-Body-Spirit,dataset/Mind-Body-Spirit/0000006.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8784/9781878424310.jpg,The Four Agreements,Don Miguel Ruiz,Paperback,4.0,9.45,$,13.9,9781878424310,Mind-Body-Spirit,dataset/Mind-Body-Spirit/0000007.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8567/9781856753531.jpg,The Little Book of Mindfulness,Dr. Patrizia Collard,Paperback,4.0,5.88,$,8.8,9781856753531,Mind-Body-Spirit,dataset/Mind-Body-Spirit/0000008.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4447/9781444737110.jpg,A Street Cat Named Bob,James Bowen,Paperback,4.0,7.52,$,11.5,9781444737110,Natural-History,dataset/Natural-History/0000001.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4059/9781405937184.jpg,The Salt Path,Raynor Winn,Paperback,4.0,9.53,$,12.9,9781405937184,Natural-History,dataset/Natural-History/0000002.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4862/9780486284958.jpg,"Walden: Or, Life in the Woods",Henry David Thoreau,Paperback,4.0,5.14,$,,9780486284958,Natural-History,dataset/Natural-History/0000003.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0082/9780008218430.jpg,The Hidden Life of Trees,Peter Wohlleben,Paperback,4.0,9.62,$,12.9,9780008218430,Natural-History,dataset/Natural-History/0000004.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4472/9781447200185.jpg,Into Thin Air,Jon Krakauer,Paperback,4.0,8.49,$,12.4,9781447200185,Natural-History,dataset/Natural-History/0000005.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7847/9781784708245.jpg,The Overstory,Richard Powers,Paperback,4.0,11.33,$,11.5,9781784708245,Natural-History,dataset/Natural-History/0000006.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141979366.jpg,The Shepherd's Life,James Rebanks,Paperback,4.0,9.73,$,12.9,9780141979366,Natural-History,dataset/Natural-History/0000007.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7535/9780753557150.jpg,Lost Ocean,Johanna Basford,Paperback,4.5,12.39,$,,9780753557150,Natural-History,dataset/Natural-History/0000008.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7303/9780730324218.jpg,The Barefoot Investor,Scott Pape,Paperback,4.5,14.06,$,17.6,9780730324218,Personal-Development,dataset/Personal-Development/0000001.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3407/9780340733509.jpg,The Power of Now,Eckhart Tolle,Paperback,4.0,8.2,$,13.9,9780340733509,Personal-Development,dataset/Personal-Development/0000002.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0624/9780062457714.jpg,The Subtle Art of Not Giving a F*ck,Mark Manson,Hardback,4.0,15.8,$,25.2,9780062457714,Personal-Development,dataset/Personal-Development/0000003.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4391/9781439199190.jpg,How to Win Friends and Influence People,Dale Carnegie,Paperback,4.0,8.3,$,9.5,9781439199190,Personal-Development,dataset/Personal-Development/0000004.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141033570.jpg,"Thinking, Fast and Slow",Daniel Kahneman,Paperback,4.0,11.5,$,15.0,9780141033570,Personal-Development,dataset/Personal-Development/0000005.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2419/9780241958223.jpg,Start With Why,Simon Sinek,Paperback,4.0,8.9,$,12.4,9780241958223,Personal-Development,dataset/Personal-Development/0000006.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8452/9781845298258.jpg,The Happiness Trap,Russ Harris,Paperback,4.0,8.34,$,13.9,9781845298258,Personal-Development,dataset/Personal-Development/0000007.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0626/9780062641540.jpg,The Subtle Art of Not Giving a F*ck,Mark Manson,Paperback,4.0,14.15,$,18.0,9780062641540,Personal-Development,dataset/Personal-Development/0000008.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4494/9781449474256.jpg,Milk and Honey,Rupi Kaur,Paperback,4.0,8.18,$,15.0,9781449474256,Poetry-Drama,dataset/Poetry-Drama/0000001.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751565355.jpg,Harry Potter and the Cursed Child - Parts I & II,J. K. Rowling,Hardback,3.5,15.43,$,26.3,9780751565355,Poetry-Drama,dataset/Poetry-Drama/0000002.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5525/9780552565974.jpg,Wonder,R. J. Palacio,Paperback,4.5,8.32,$,8.8,9780552565974,Poetry-Drama,dataset/Poetry-Drama/0000003.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0075/9780007513765.jpg,The Day the Crayons Quit,Drew Daywalt,Paperback,4.5,9.5,$,12.9,9780007513765,Poetry-Drama,dataset/Poetry-Drama/0000004.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5713/9780571334650.jpg,Normal People,Sally Rooney,Paperback,4.0,8.93,$,10.5,9780571334650,Poetry-Drama,dataset/Poetry-Drama/0000005.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4088/9781408878729.jpg,Lost Connections,Johann Hari,Paperback,4.5,8.53,$,11.5,9781408878729,Poetry-Drama,dataset/Poetry-Drama/0000006.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8460/9781846041242.jpg,Man's Search For Meaning,Viktor E. Frankl,Paperback,4.5,9.66,$,,9781846041242,Poetry-Drama,dataset/Poetry-Drama/0000007.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4088/9781408845646.jpg,Harry Potter and the Philosopher's Stone,J. K. Rowling,Hardback,4.5,30.91,$,38.6,9781408845646,Poetry-Drama,dataset/Poetry-Drama/0000008.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4091/9781409168508.jpg,The Definitive Book of Body Language,Allan Pease,Paperback,4.0,5.63,$,11.4,9781409168508,Reference,dataset/Reference/0000001.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3166/9780316679077.jpg,The Tipping Point,Malcolm Gladwell,Paperback,4.0,7.55,$,8.8,9780316679077,Reference,dataset/Reference/0000002.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1413/9780141340111.jpg,The Jolly Christmas Postman,Allan Ahlberg,Hardback,4.5,13.81,$,16.0,9780141340111,Reference,dataset/Reference/0000003.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7475/9780747599777.jpg,The Flavour Thesaurus,Niki Segnit,Hardback,4.0,18.68,$,25.2,9780747599777,Reference,dataset/Reference/0000004.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141040011.jpg,Nudge,Richard H. Thaler,Paperback,4.0,9.73,$,12.4,9780141040011,Reference,dataset/Reference/0000005.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4088/9781408890769.jpg,Harry Potter - A History of Magic,British Library,Hardback,4.0,30.92,$,37.6,9781408890769,Reference,dataset/Reference/0000006.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8920/9781892005281.jpg,Nonviolent Communication 3rd Ed,Marshall B. Rosenberg,Paperback,4.5,15.03,$,19.1,9781892005281,Reference,dataset/Reference/0000007.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1413/9780141393063.jpg,Politics and the English Language,George Orwell,Paperback,4.5,2.81,$,,9780141393063,Reference,dataset/Reference/0000008.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6077/9781607747307.jpg,The Life-Changing Magic of Tidying Up,Marie Kondo,Hardback,4.0,13.55,$,21.6,9781607747307,Religion,dataset/Religion/0000001.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8024/9780802412706.jpg,Five Love Languages Revised Edition,Gary Chapman,Paperback,4.0,11.61,$,15.0,9780802412706,Religion,dataset/Religion/0000002.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8460/9781846041068.jpg,The Miracle Of Mindfulness,Thich Nhat Hanh,Paperback,4.0,8.66,$,11.4,9781846041068,Religion,dataset/Religion/0000003.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7538/9780753820162.jpg,Meditations,Marcus Aurelius,Paperback,4.0,4.57,$,11.4,9780753820162,Religion,dataset/Religion/0000004.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0074/9780007461219.jpg,Mere Christianity,C. S. Lewis,Paperback,4.5,8.71,$,11.4,9780007461219,Religion,dataset/Religion/0000005.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3407/9780340750155.jpg,The Art of Happiness,Dalai Lama XIV,Paperback,4.0,11.15,$,12.49,9780340750155,Religion,dataset/Religion/0000006.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5773/9781577315933.jpg,The Hero with a Thousand Faces,Joseph Campbell,Hardback,4.0,18.3,$,,9781577315933,Religion,dataset/Religion/0000007.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7863/9781786330444.jpg,The Book of Joy,Dalai Lama,Hardback,4.5,16.66,$,18.0,9781786330444,Religion,dataset/Religion/0000008.jpg
